course_code,course_link,course_name,overall,prof_rating,difficulty,workload,professors,comments,tips
MSE-490,https://edu.epfl.ch/studyplan/en/master/materials-science-and-engineering/coursebook/research-project-in-materials-i-MSE-490,Research project in materials I,NA (0),,,NA (10),[],,
MATH-441,https://edu.epfl.ch/studyplan/en/master/mathematics-master-program/coursebook/robust-and-nonparametric-statistics-MATH-441,Robust and nonparametric statistics,NA (0),,,NA (5),[],,
MSE-491,https://edu.epfl.ch/studyplan/en/master/materials-science-and-engineering/coursebook/research-project-in-materials-ii-MSE-491,Research project in materials II,NA (0),,,NA (10),[],,
ME-437,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/advanced-solid-mechanics-ME-437,Advanced solid mechanics,NA (0),,,NA (5),[],,
ME-401,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/mechanical-engineering-project-i-ME-401,Mechanical engineering project I,NA (0),,,NA (10),[],,
ME-429,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/multi-agent-learning-and-control-ME-429,Multi-agent learning and control,NA (0),,,NA (4),[],,
ME-469,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/nano-scale-heat-transfer-ME-469,Nano-scale heat transfer,NA (0),,,NA (4),['Tagliabue'],,
ME-412,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/experimental-methods-in-engineering-mechanics-ME-412,Experimental methods in engineering mechanics,NA (0),,,NA (4),['Kolinski'],,
ME-414,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/computational-multi-scale-modeling-of-solids-ME-414,Computational multi-scale modeling of solids,NA (0),,,NA (5),['Derlet'],,
ME-428,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/data-driven-design-fabrication-methods-ME-428,Data-driven design & fabrication methods,NA (0),,,NA (3),['Hughes'],,
ME-402,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/mechanical-engineering-project-ii-ME-402,Mechanical engineering project II,NA (0),,,NA (10),[],,
ME-424,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/mecatronics-ME-424,Mecatronics,NA (0),,,NA (5),['Agbeviade'],,
MICRO-413,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/advanced-additive-manufacturing-technologies-MICRO-413,Advanced additive manufacturing technologies,NA (0),,,NA (3),"['Brugger', 'Moser']",,
ME-484,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/numerical-methods-in-biomechanics-ME-484,Numerical methods in biomechanics,NA (0),,,NA (3),['Terrier'],,
MICRO-451,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/applied-and-industrial-robotics-MICRO-451,Applied and industrial robotics,NA (0),,,NA (2),['Bouri'],,
EE-427,https://edu.epfl.ch/studyplan/en/master/micro-and-nanotechnologies-for-integrated-systems/coursebook/analog-ic-design-EE-427,Analog IC design,NA (0),,,NA (3),['Koukab'],,
MICRO-428,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/metrology-MICRO-428,Metrology,NA (0),,,NA (3),"['Bruschini', 'Charbon', 'Fantner']",,
MICRO-498,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/microengineering-project-i-MICRO-498,Microengineering project I,NA (0),,,NA (10),[],,
MICRO-431,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/materials-and-technology-of-microfabrication-MICRO-431,Materials and technology of microfabrication,NA (0),,,NA (3),"['Gijs', 'Lehnert']",,
MICRO-448,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/manufacturing-systems-and-supply-chain-dynamics-MICRO-448,Manufacturing systems and supply chain dynamics,NA (0),,,NA (3),"['Filliger', 'Gallay']",,
MICRO-520,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/laser-microprocessing-MICRO-520,Laser microprocessing,NA (0),,,NA (2),['Hoffmann'],,
MICRO-443,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/conceptual-design-of-products-and-systems-MICRO-443,Conceptual design of products and systems,NA (0),,,NA (2),['Kejik'],,
MICRO-566,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/large-area-electronics-devices-and-materials-MICRO-566,Large-area electronics: devices and materials,NA (0),,,NA (3),"['Ballif', 'Haug', 'Würsch']",,
MICRO-553,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/haptic-human-robot-interfaces-MICRO-553,Haptic human robot interfaces,NA (0),,,NA (3),['Bouri'],,
MICRO-499,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/microengineering-project-ii-MICRO-499,Microengineering project II,NA (0),,,NA (10),[],,
PHYS-501,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/nonlinear-optics-PHYS-501,Nonlinear Optics,NA (0),,,NA (3),['Roke'],,
MICRO-505,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/organic-and-printed-electronics-MICRO-505,Organic and printed electronics,NA (0),,,NA (2),"['Briand', 'Subramanian']",,
MICRO-429,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/metrology-practicals-MICRO-429,Metrology practicals,NA (0),,,NA (2),"['Bruschini', 'Charbon', 'Fantner']",,
MICRO-503,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/mems-practicals-ii-MICRO-503,MEMS practicals II,NA (0),,,NA (2),"['Bertsch', 'Boero', 'Brugger']",,
MICRO-435,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/quantum-and-nanocomputing-MICRO-435,Quantum and nanocomputing,NA (0),,,NA (6),"['Charbon', 'Graziano']",,
MICRO-517,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/optical-design-with-zemax-opticstudio-MICRO-517,Optical design with ZEMAX OpticStudio,NA (0),,,NA (3),['Pu'],,
MICRO-405,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/systems-engineering-MICRO-405,Systems engineering,NA (0),,,NA (3),"['Bellouard', 'Feusier', 'Gass', 'Moser']",,
CH-455,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/methods-in-drug-development-CH-455,Methods in drug development,NA (0),,,NA (3),['Heinis'],,
CH-411,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/cellular-signalling-CH-411,Cellular signalling,NA (0),,,NA (2),['Hovius'],,
CH-432,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/structure-and-reactivity-CH-432,Structure and reactivity,NA (0),,,NA (3),['Cramer'],,
CH-431,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/physical-and-computational-organic-chemistry-CH-431,Physical and computational organic chemistry,NA (0),,,NA (2),['Corminboeuf'],,
CH-422,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/catalyst-design-for-synthesis-CH-422,Catalyst design for synthesis,NA (0),,,NA (2),['Hu'],,
CH-426,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/artificial-photosynthesis-CH-426,Artificial photosynthesis,NA (0),,,NA (2),['Zakeeruddin'],,
CH-442,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/photochemistry-i-CH-442,Photochemistry I,NA (0),,,NA (2),['Moser'],,
CH-438,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/total-synthesis-of-natural-products-CH-438,Total synthesis of natural products,NA (0),,,NA (3),['Zhu'],,
CH-417,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/optical-methods-in-chemistry-CH-417,Optical methods in chemistry,NA (0),,,NA (3),['Bostedt'],,
CH-427,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/chemistry-of-f-elements-CH-427,Chemistry of f elements,NA (0),,,NA (2),['Mazzanti'],,
CH-435,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/catalytic-asymmetric-reactions-in-organic-chemistry-CH-435,Catalytic asymmetric reactions in organic chemistry,NA (0),,,NA (3),['Waser'],,
CH-456,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/molecular-spectroscopy-in-chemistry-CH-456,Molecular spectroscopy in chemistry,NA (0),,,NA (2),['Boyarkine'],,
CH-492,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/project-in-molecular-sciences-ia-CH-492,Project in molecular sciences Ia,NA (0),,,NA (6),[],,
CH-424,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/supramolecular-chemistry-CH-424,Supramolecular chemistry,NA (0),,,NA (2),['Severin'],,
CH-491,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/project-in-molecular-sciences-ib-CH-491,Project in molecular sciences Ib,NA (0),,,NA (12),[],,
NX-491,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/neuro-x-project-i-NX-491,Neuro-X project I,NA (0),,,NA (8),[],,
CH-443,https://edu.epfl.ch/studyplan/en/master/molecular-biological-chemistry/coursebook/photochemistry-ii-CH-443,Photochemistry II,NA (0),,,NA (2),['Moser'],,
NX-492(b),https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/neuro-x-project-ii-NX-492-B,Neuro-X project II,NA (0),,,NA (7),[],,
NX-591,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/industry-internship-in-neuro-x-NX-591,Industry internship in Neuro-X,NA (0),,,NA (8),[],,
PHYS-595,https://edu.epfl.ch/studyplan/en/master/nuclear-engineering/coursebook/engineering-internship-master-in-nuclear-engineering-PHYS-595,Engineering internship (master in nuclear engineering),NA (0),,,NA (8),[],,
PHYS-443,https://edu.epfl.ch/studyplan/en/master/nuclear-engineering/coursebook/physics-of-nuclear-reactors-PHYS-443,Physics of nuclear reactors,NA (0),,,NA (6),"['Hursin', 'Pautz']",,
PHYS-451,https://edu.epfl.ch/studyplan/en/master/nuclear-engineering/coursebook/radiation-and-reactor-experiments-PHYS-451,Radiation and reactor experiments,NA (0),,,NA (6),"['Frajtag', 'Hursin', 'Lamirand']",,
ETH-590,https://edu.epfl.ch/studyplan/en/master/nuclear-engineering/coursebook/semester-project-nuclear-engineering-ETH-590,Semester Project Nuclear Engineering,NA (0),,,NA (8),[],,
PHYS-490,https://edu.epfl.ch/studyplan/en/master/nuclear-engineering/coursebook/elective-project-nuclear-engineering-PHYS-490,Elective project nuclear engineering,NA (0),,,NA (8),[],,
PHYS-455,https://edu.epfl.ch/studyplan/en/master/nuclear-engineering/coursebook/introduction-to-medical-radiation-physics-PHYS-455,Introduction to medical radiation physics,NA (0),,,NA (4),['Bochud'],,
QUANT-402,https://edu.epfl.ch/studyplan/en/master/quantum-science-and-engineering/coursebook/project-in-quantum-science-ii-QUANT-402,Project in quantum science II,NA (0),,,NA (8),[],,
QUANT-401,https://edu.epfl.ch/studyplan/en/master/quantum-science-and-engineering/coursebook/project-in-quantum-science-i-QUANT-401,Project in quantum science I,NA (0),,,NA (8),[],,
QUANT-597,https://edu.epfl.ch/studyplan/en/master/quantum-science-and-engineering/coursebook/engineering-internship-master-in-quantum-science-and-engineering-QUANT-597,Engineering internship (master in Quantum science and engineering),NA (0),,,NA (12),[],,
MICRO-462,https://edu.epfl.ch/studyplan/en/master/robotics/coursebook/learning-and-adaptive-control-for-robots-MICRO-462,Learning and adaptive control for robots,NA (0),,,NA (4),['Billard'],,
MICRO-580,https://edu.epfl.ch/studyplan/en/master/robotics/coursebook/robotics-project-i-MICRO-580,Robotics project I,NA (0),,,NA (10),[],,
MICRO-582,https://edu.epfl.ch/studyplan/en/master/robotics/coursebook/interdisciplinary-project-MICRO-582,Interdisciplinary project,NA (0),,,NA (10),[],,
MGT-487,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/complex-problem-solving-in-organizations-MGT-487,Complex problem solving in organizations,NA (0),,,NA (3),['Chevallier'],,
MGT-476,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/improve-your-personal-effectiveness-MGT-476,Improve your personal effectiveness,NA (0),,,NA (3),"['Mischke Jaep', 'Pfluger']",,
FIN-429,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/sustainable-entrepreneurial-finance-FIN-429,Sustainable & entrepreneurial finance,NA (0),,,NA (5),"['Jondeau', 'Mitali']",,
MGT-499,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/statistics-and-data-science-MGT-499,Statistics and data science,NA (0),,,NA (4),"['Chiarotti', 'Gallea', 'Thurm']",,
MGT-530,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/digitalization-sustainable-logistics-MGT-530,Digitalization & sustainable logistics,NA (0),,,NA (3),['Gallay'],,
MATH-332,https://edu.epfl.ch/studyplan/en/master/statistics/coursebook/stochastic-processes-MATH-332,Stochastic processes,NA (0),,,NA (5),['Mountford'],,
MGT-502,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/data-science-and-machine-learning-MGT-502,Data science and machine learning,NA (0),,,NA (5),"['Thurm', 'Vlachos']",,
MGT-533,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/sustainability-accounting-MGT-533,Sustainability accounting,NA (0),,,NA (3),['Markarian Lavetsky'],,
MGT-498,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/platforms-digital-business-models-MGT-498,Platforms & digital business models,NA (0),,,NA (3),[],,
MGT-532,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/marketing-sustainability-in-a-digital-world-MGT-532,Marketing & sustainability in a digital world,NA (0),,,NA (3),['Dalsace'],,
MGT-475,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/strategy-disruption-MGT-475,Strategy & disruption,NA (0),,,NA (3),"['Bonardi', 'Bouquet']",,
MGT-536,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/legal-aspect-of-sustainability-digitalisation-MGT-536,Legal aspect of sustainability & digitalisation,NA (0),,,NA (5),"['Brunner', 'De Werra', 'Fischer', 'Glauser', 'Jaccard']",,
MGT-529,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/data-science-and-machine-learning-ii-MGT-529,Data science and machine learning II,NA (0),,,NA (3),"['Thurm', 'Vlachos']",,
MICRO-581,https://edu.epfl.ch/studyplan/en/master/robotics/coursebook/robotics-project-ii-MICRO-581,Robotics project II,NA (0),,,NA (10),[],,
MGT-531,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/legal-aspect-of-sustainability-digitalisation-ii-MGT-531,Legal aspect of sustainability & digitalisation II,NA (0),,,NA (3),"['Brunner', 'De Werra', 'Glauser', 'Jaccard']",,
MGT-477,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/improve-your-group-effectiveness-MGT-477,Improve your group effectiveness,NA (0),,,NA (3),"['Mischke Jaep', 'Pfluger']",,
MGT-495,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/introduction-to-ethics-critical-thinking-MGT-495,Introduction to ethics & critical thinking,NA (0),,,NA (3),['Palazzo'],,
MGT-421,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/essentials-of-for-profit-hybrid-entrepreneurship-MGT-421,Essentials of for-profit & hybrid entrepreneurship,NA (0),,,NA (3),['Gruber'],,
MICRO-427,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/robotics-for-society-MICRO-427,Robotics for society,NA (0),,,NA (4),['Bouri'],,
MGT-535,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/transformative-project-MGT-535,Transformative project,NA (0),,,NA (10),[],,
MGT-534,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/strategic-partnership-MGT-534,Strategic partnership,NA (0),,,NA (2),['Henderson'],,
MGT-488,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/leadership-essentials-MGT-488,Leadership essentials,NA (0),,,NA (2),['Cairns-Lee'],,
AR-330,https://edu.epfl.chundefined/,Beyond extraction and consstruction,NA (0),,,NA (2),['Förster'],,
AR-340,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-v-AR-340,Building technology V,NA (0),,,NA (5),"['Ceriolo', 'Dreier', 'Frenzel', 'Zurbrügg']",,
AR-341,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-vi-AR-341,Building technology VI,NA (0),,,NA (5),"['Ceriolo', 'Dreier', 'Frenzel']",,
AR-329,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/constructing-the-view-built-images-AR-329,Constructing the view: built images,NA (0),,,NA (3),['Schaerer'],,
ENG-382,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/construction-project-management-ENG-382,Construction project management,NA (0),,,NA (2),['Heller'],,
AR-339,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/designing-built-heritage-tools-and-methods-AR-339,Designing built heritage: Tools and methods,NA (0),,,NA (3),['Marino'],,
AR-366,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/theory-and-architectural-culture-exercises-AR-366,Theory and architectural culture: exercises,NA (0),,,NA (4),['van Gerrewey'],,
AR-327,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/introduction-to-computational-architecture-AR-327,Introduction to computational architecture,NA (0),,,NA (3),"['Settimi', 'Vestartas']",,
AR-365,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/theory-and-architectural-culture-AR-365,Theory and architectural culture,NA (0),,,NA (4),['van Gerrewey'],,
AR-362,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/theory-of-urbanism-AR-362,Theory of urbanism,NA (0),,,NA (4),['Cogato Lanza'],,
AR-301(al),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-ayoub-et-lacaille-AR-301-AL,Studio BA5 (Ayoub et Lacaille),NA (0),,,NA (10),"['Ayoub', 'Lacaille']",,
AR-301(ab),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-baumann-AR-301-AB,Studio BA5 (Baumann),NA (0),,,NA (10),['Baumann'],,
AR-301(ac),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-bosshard-et-vaquer-AR-301-AC,Studio BA5 (Bosshard et Vaquer),NA (0),,,NA (10),"['Bosshard', 'Vaquer']",,
AR-301(p),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-braghieri-AR-301-P,Studio BA5 (Braghieri),NA (0),,,NA (10),['Braghieri'],,
AR-301(ad),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-delhay-AR-301-AD,Studio BA5 (Delhay),NA (0),,,NA (10),['Delhay'],,
AR-301(j),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-far-AR-301-J,Studio BA5 (FAR),NA (0),,,NA (10),[],,
AR-301(b),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-graf-f-AR-301-B,Studio BA5 (Graf F.),NA (0),,,NA (10),['Graf'],,
AR-301(k),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-huang-AR-301-K,Studio BA5 (Huang),NA (0),,,NA (10),['Huang'],,
AR-301(h),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-weinand-AR-301-H,Studio BA5 (Weinand),NA (0),,,NA (10),['Weinand'],,
AR-301(a),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-vigano-AR-301-A,Studio BA5 (Viganò),NA (0),,,NA (10),['Viganò'],,
AR-301(ae),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-pantazis-et-rentzou-AR-301-AE,Studio BA5 (Pantazis et Rentzou),NA (0),,,NA (10),"['Pantazis', 'Rentzou']",,
AR-301(af),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-tsuneyama-AR-301-AF,Studio BA5 (Tsuneyama),NA (0),,,NA (10),['Tsuneyama'],,
AR-301(n),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-lapierre-AR-301-N,Studio BA5 (Lapierre),NA (0),,,NA (10),['Lapierre'],,
AR-302(al),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-ayoub-et-lacaille-AR-302-AL,Studio BA6 (Ayoub et Lacaille),NA (0),,,NA (10),"['Ayoub', 'Lacaille']",,
AR-302(ab),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-baumann-AR-302-AB,Studio BA6 (Baumann),NA (0),,,NA (10),['Baumann'],,
AR-302(ad),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-delhay-AR-302-AD,Studio BA6 (Delhay),NA (0),,,NA (10),['Delhay'],,
AR-302(j),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-far-AR-302-J,Studio BA6 (FAR),NA (0),,,NA (10),[],,
AR-302(k),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-huang-AR-302-K,Studio BA6 (Huang),NA (0),,,NA (10),['Huang'],,
AR-302(b),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-graf-f-AR-302-B,Studio BA6 (Graf F.),NA (0),,,NA (10),['Graf'],,
AR-302(ag),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-frohlich-m-a-AR-302-AG,Studio BA6 (Fröhlich M. & A.),NA (0),,,NA (10),"['Fröhlich', 'Fröhlich']",,
AR-302(n),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-lapierre-AR-302-N,Studio BA6 (Lapierre),NA (0),,,NA (10),['Lapierre'],,
AR-302(ai),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-shahbazi-AR-302-AI,Studio BA6 (Shahbazi),NA (0),,,NA (10),['Shahbazi'],,
AR-302(ah),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-malterre-barthes-AR-302-AH,Studio BA6 (Malterre-Barthes),NA (0),,,NA (10),['Malterre-Barthes'],,
AR-302(a),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-vigano-AR-302-A,Studio BA6 (Viganò),NA (0),,,NA (10),['Viganò'],,
AR-302(af),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-tsuneyama-AR-302-AF,Studio BA6 (Tsuneyama),NA (0),,,NA (10),['Tsuneyama'],,
ENG-383,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/an-introduction-to-the-law-of-architecture-contracts-and-competition-ENG-383,An introduction to the law of architecture : contracts and competition,NA (0),,,NA (2),"['Dubey', 'Werro']",,
AR-241,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-iii-AR-241,Building technology III,NA (0),,,NA (5),"['Boulic', 'Schueler', 'Zurbrügg']",,
AR-302(h),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-weinand-AR-302-H,Studio BA6 (Weinand),NA (0),,,NA (10),['Weinand'],,
AR-225,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/history-of-architecture-iii-AR-225,History of architecture III,NA (0),,,NA (4),['Galletti'],,
AR-242,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-iv-AR-242,Building technology IV,NA (0),,,NA (5),"['Boulic', 'Schueler', 'Zurbrügg']",,
AR-226,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/history-of-architecture-v-vi-AR-226,History of Architecture V/VI,NA (0),,,NA (4),['Thiermann'],,
AR-264,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/urban-and-territorial-analysis-AR-264,Urban and territorial analysis,NA (0),,,NA (4),['Viganò'],,
AR-219,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/advanced-cao-and-integrated-modeling-dim-AR-219,Advanced CAO and Integrated Modeling DIM,NA (0),,,NA (2),"['Hautecoeur', 'Zufferey']",,
AR-211,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/stereotomy-AR-211,Stereotomy,NA (0),,,NA (2),['Cache'],,
AR-202(q),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-assemble-AR-202-Q,Studio BA4 (Assemble),NA (0),,,NA (20),"['Binning', 'Perkins']",,
AR-201(a),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-bakker-blanc-a-AR-201-A,Studio BA3 (Bakker & Blanc A.),NA (0),,,NA (10),"['Bakker', 'Blanc']",,
AR-202(a),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-bakker-blanc-a-AR-202-A,Studio BA4 (Bakker & Blanc A.),NA (0),,,NA (20),"['Bakker', 'Blanc']",,
AR-201(r),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-gay-et-menzel-AR-201-R,Studio BA3 (Gay et Menzel),NA (0),,,NA (10),"['Gay Menzel', 'Menzel']",,
AR-201(g),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-rey-AR-201-G,Studio BA3 (Rey),NA (0),,,NA (10),['Rey'],,
AR-202(g),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-rey-AR-202-G,Studio BA4 (Rey),NA (0),,,NA (20),['Rey'],,
AR-201(m),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-taillieu-AR-201-M,Studio BA3 (Taillieu),NA (0),,,NA (10),['Taillieu'],,
AR-202(o),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-verschuere-AR-202-O,Studio BA4 (Verschuere),NA (0),,,NA (20),['Verschuere'],,
AR-202(m),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-taillieu-AR-202-M,Studio BA4 (Taillieu),NA (0),,,NA (20),['Taillieu'],,
AR-201(o),https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-verschuere-AR-201-O,Studio BA3 (Verschuere),NA (0),,,NA (10),['Verschuere'],,
CH-310,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/dynamics-and-kinetics-CH-310,Dynamics and kinetics,NA (0),,,NA (3),['Lorenz'],,
AR-212,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/theory-and-techniques-of-architectural-figuration-AR-212,Theory and techniques of architectural figuration,NA (0),,,NA (4),['Braghieri'],,
CH-243,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/electrochemistry-of-solutions-CH-243,Electrochemistry of solutions,NA (0),,,NA (3),['Roussel'],,
CH-349,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/experimental-physical-chemistry-CH-349,Experimental physical chemistry,NA (0),,,NA (4),['Emsley'],,
CH-315,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/modeling-lab-CH-315,Modeling lab,NA (0),,,NA (3),['Smit'],,
ChE-312,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/numerical-methods-CHE-312,Numerical methods,NA (0),,,NA (3),"['Miskovic', 'Sivula']",,
ChE-320,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/bioreactor-modeling-and-simulation-CHE-320,Bioreactor modeling and simulation,NA (0),,,NA (3),['Hatzimanikatis'],,
